date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:52:17	23165/23165	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Apr%202026%2005:52:16%20GMT	https://web.archive.org/web/20080105035319/http://pixma-faq.periastron.com/5.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035319/http_/pixma-faq.periastron.com/5.html	(from )
01:52:30	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:52:29%20GMT	https://web.archive.org/web/20080101103419/http://pixma-faq.periastron.com/6.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080101103419/http_/pixma-faq.periastron.com/6.html	(from )
01:52:31	16915/16915	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Apr%202026%2005:52:30%20GMT	https://web.archive.org/web/20080105040133/http://pixma-faq.periastron.com/6.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105040133/http_/pixma-faq.periastron.com/6.html	(from )
01:52:33	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:52:32%20GMT	https://web.archive.org/web/20080101103419/http://pixma-faq.periastron.com/7.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080101103419/http_/pixma-faq.periastron.com/7.html	(from )
01:52:34	2396/2396	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Apr%202026%2005:52:33%20GMT	https://web.archive.org/web/20080226055729/http://pixma-faq.periastron.com/7.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080226055729/http_/pixma-faq.periastron.com/7.html	(from )
01:52:34	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:52:33%20GMT	https://web.archive.org/web/20080101103419/http://pixma-faq.periastron.com/8.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080101103419/http_/pixma-faq.periastron.com/8.html	(from )
01:52:38	2396/2396	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Apr%202026%2005:52:37%20GMT	https://web.archive.org/web/20080227022354/http://pixma-faq.periastron.com/8.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080227022354/http_/pixma-faq.periastron.com/8.html	(from )
01:52:39	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:52:38%20GMT	https://web.archive.org/web/20080101103419/http://pixma-faq.periastron.com/9.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080101103419/http_/pixma-faq.periastron.com/9.html	(from )
01:52:41	21284/21284	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Apr%202026%2005:52:40%20GMT	https://web.archive.org/web/20071102082408/http://pixma-faq.periastron.com/9.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20071102082408/http_/pixma-faq.periastron.com/9.html	(from )
01:52:42	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:52:41%20GMT	https://web.archive.org/web/20080101103419/http://pixma-faq.periastron.com/10.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080101103419/http_/pixma-faq.periastron.com/10.html	(from )
01:52:43	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2005:52:42%20GMT	http://web.archive.org/robots.txt		(from )
01:52:44	2391/2391	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Apr%202026%2005:52:42%20GMT	https://web.archive.org/web/20080227021500/http://pixma-faq.periastron.com/10.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080227021500/http_/pixma-faq.periastron.com/10.html	(from )
01:52:44	22808/22808	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Apr%202026%2005:52:43%20GMT	http://web.archive.org/web/20080101103419/http://pixma-faq.periastron.com/	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080101103419/http_/pixma-faq.periastron.com/index.html	(from http://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/)
01:52:44	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2005:52:42%20GMT	https://web.archive.org/robots.txt		(from )
01:52:45	27135/27135	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2025%20Mar%202026%2021:12:33%20GMT	https://web-static.archive.org/_static/js/bundle-playback.js?v=2N_sDSC0	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web-static.archive.org/_static/js/bundle-playbackffba.js	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:52:45	126763/126763	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2025%20Mar%202026%2021:12:33%20GMT	https://web-static.archive.org/_static/js/wombat.js?v=txqj7nKC	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web-static.archive.org/_static/js/wombat9b8c.js	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:52:46	381452/381452	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2025%20Mar%202026%2021:12:33%20GMT	https://web-static.archive.org/_static/js/ruffle/ruffle.js	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web-static.archive.org/_static/js/ruffle/ruffle.js	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:52:46	10252/10252	---MCZ	200	added ('OK')	text/css	date:Wed,%2025%20Mar%202026%2021:12:33%20GMT	https://web-static.archive.org/_static/css/banner-styles.css?v=1utQkbB3	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web-static.archive.org/_static/css/banner-styles074f.css	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:52:46	5649/5649	---MCZ	200	added ('OK')	text/css	date:Wed,%2025%20Mar%202026%2021:12:33%20GMT	https://web-static.archive.org/_static/css/iconochive.css?v=3PDvdIFv	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web-static.archive.org/_static/css/iconochive29a7.css	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:52:46	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:52:45%20GMT	https://web.archive.org/web/20080105035258im_/http://pixma-faq.periastron.com/wowbb_logo.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258im_/http_/pixma-faq.periastron.com/wowbb_logo.gif	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:52:47	13038/13038	---M--	200	added ('OK')	image/gif	date:Wed,%2015%20Apr%202026%2005:52:46%20GMT	https://web.archive.org/web/20070102205418im_/http://pixma-faq.periastron.com/wowbb_logo.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20070102205418im_/http_/pixma-faq.periastron.com/wowbb_logo.gif	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:52:48	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:52:47%20GMT	https://web.archive.org/web/20080105035258im_/http://pixma-faq.periastron.com/left.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258im_/http_/pixma-faq.periastron.com/left.gif	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:01	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2015%20Apr%202026%2005:53:00%20GMT	https://web.archive.org/web/20130214080955im_/http://pixma-faq.periastron.com/left.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20130214080955im_/http_/pixma-faq.periastron.com/left.gif	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:02	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:01%20GMT	https://web.archive.org/web/20080105035258im_/http://pixma-faq.periastron.com/pixma-faq.jpg	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258im_/http_/pixma-faq.periastron.com/pixma-faq.jpg	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:03	18193/18193	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Apr%202026%2005:53:01%20GMT	https://web.archive.org/web/20070102205405im_/http://pixma-faq.periastron.com/pixma-faq.jpg	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20070102205405im_/http_/pixma-faq.periastron.com/pixma-faq.jpg	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:03	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:02%20GMT	https://web.archive.org/web/20080105035258im_/http://pixma-faq.periastron.com/left.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258im_/http_/pixma-faq.periastron.com/left.1f.delayed	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:03	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2015%20Apr%202026%2005:53:02%20GMT	https://web.archive.org/web/20130214080955im_/http://pixma-faq.periastron.com/left.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20130214080955im_/http_/pixma-faq.periastron.com/left.gif	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:03	0/-1	---M--	302	error ('')			https://web.archive.org/web/20080105035258im_/http://pixma-faq.periastron.com/left.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258im_/http_/pixma-faq.periastron.com/left.21.delayed	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:03	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2015%20Apr%202026%2005:53:02%20GMT	https://web.archive.org/web/20130214080955im_/http://pixma-faq.periastron.com/left.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20130214080955im_/http_/pixma-faq.periastron.com/left.gif	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:04	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:03%20GMT	https://web.archive.org/web/20080105035258im_/http://pixma-faq.periastron.com/right.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258im_/http_/pixma-faq.periastron.com/right.gif	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:04	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2015%20Apr%202026%2005:53:03%20GMT	https://web.archive.org/web/20130214080955im_/http://pixma-faq.periastron.com/right.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20130214080955im_/http_/pixma-faq.periastron.com/right.gif	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:05	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:04%20GMT	https://web.archive.org/web/20080105035258im_/http://pixma-faq.periastron.com/curve.jpg	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258im_/http_/pixma-faq.periastron.com/curve.jpg	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:06	5708/5708	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Apr%202026%2005:53:05%20GMT	https://web.archive.org/web/20070102205357im_/http://pixma-faq.periastron.com/curve.jpg	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20070102205357im_/http_/pixma-faq.periastron.com/curve.jpg	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:06	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:05%20GMT	https://web.archive.org/web/20080105035258im_/http://pixma-faq.periastron.com/right.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258im_/http_/pixma-faq.periastron.com/right.gif	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:07	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2015%20Apr%202026%2005:53:06%20GMT	https://web.archive.org/web/20130214080955im_/http://pixma-faq.periastron.com/right.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20130214080955im_/http_/pixma-faq.periastron.com/right.gif	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:06%20GMT	https://web.archive.org/web/20080105035258im_/http://pixma-faq.periastron.com/right.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258im_/http_/pixma-faq.periastron.com/right.gif	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:07	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2015%20Apr%202026%2005:53:06%20GMT	https://web.archive.org/web/20130214080955im_/http://pixma-faq.periastron.com/right.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20130214080955im_/http_/pixma-faq.periastron.com/right.gif	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:06%20GMT	https://web.archive.org/web/20080105035258im_/http://pixma-faq.periastron.com/right.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258im_/http_/pixma-faq.periastron.com/right.gif	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:07	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2015%20Apr%202026%2005:53:06%20GMT	https://web.archive.org/web/20130214080955im_/http://pixma-faq.periastron.com/right.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20130214080955im_/http_/pixma-faq.periastron.com/right.gif	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:09	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:08%20GMT	https://web.archive.org/web/20080105035258im_/http://pixma-faq.periastron.com/1-1.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258im_/http_/pixma-faq.periastron.com/1-1.gif	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:10	25458/25458	---M--	200	added ('OK')	image/gif	date:Wed,%2015%20Apr%202026%2005:53:08%20GMT	https://web.archive.org/web/20061127202240im_/http://pixma-faq.periastron.com/1-1.gif	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20061127202240im_/http_/pixma-faq.periastron.com/1-1.gif	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:10	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:09%20GMT	https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/index.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258/http_/pixma-faq.periastron.com/index-2.html	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:11	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:10%20GMT	https://web.archive.org/web/20080105035258im_/http://pixma-faq.periastron.com/main.jpg	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258im_/http_/pixma-faq.periastron.com/main.jpg	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:11	17956/17956	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Apr%202026%2005:53:10%20GMT	https://web.archive.org/web/20070102205324im_/http://pixma-faq.periastron.com/main.jpg	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20070102205324im_/http_/pixma-faq.periastron.com/main.jpg	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:11	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:10%20GMT	https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/index.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258/http_/pixma-faq.periastron.com/index-2.html	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:12	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:11%20GMT	https://web.archive.org/web/20080105035258im_/http://pixma-faq.periastron.com/back.jpg	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258im_/http_/pixma-faq.periastron.com/back.jpg	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:13	17698/17698	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Apr%202026%2005:53:12%20GMT	https://web.archive.org/web/20070104104901im_/http://pixma-faq.periastron.com/back.jpg	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20070104104901im_/http_/pixma-faq.periastron.com/back.jpg	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:13	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:12%20GMT	https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/2.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258/http_/pixma-faq.periastron.com/2.html	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:15	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:14%20GMT	https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/3.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258/http_/pixma-faq.periastron.com/3.html	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:16	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:15%20GMT	https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/4.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258/http_/pixma-faq.periastron.com/4.html	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:17	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:16%20GMT	https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/5.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258/http_/pixma-faq.periastron.com/5.html	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:19	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:18%20GMT	https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/6.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258/http_/pixma-faq.periastron.com/6.html	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:20	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:19%20GMT	https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/7.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258/http_/pixma-faq.periastron.com/7.html	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:21	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:20%20GMT	https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/8.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258/http_/pixma-faq.periastron.com/8.html	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:21	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:20%20GMT	https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/9.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258/http_/pixma-faq.periastron.com/9.html	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:22	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:21%20GMT	https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/10.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258/http_/pixma-faq.periastron.com/10.html	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:22	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:21%20GMT	https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/2.html	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258/http_/pixma-faq.periastron.com/2.html	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:22	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:21%20GMT	https://web.archive.org/web/20080105035258im_/http://pixma-faq.periastron.com/next.jpg	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258im_/http_/pixma-faq.periastron.com/next.jpg	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:23	17936/17936	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Apr%202026%2005:53:22%20GMT	https://web.archive.org/web/20070102205348im_/http://pixma-faq.periastron.com/next.jpg	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20070102205348im_/http_/pixma-faq.periastron.com/next.jpg	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
01:53:25	0/0	---M--	302	error ('FOUND')	text/plain	date:Wed,%2015%20Apr%202026%2005:53:24%20GMT	https://web.archive.org/web/20080105035258im_/http://pixma-faq.periastron.com/YOURHERE.jpg	C:/Users/captmicr0/Desktop/pixma-faq/pixma-aq.periastron.com/web.archive.org/web/20080105035258im_/http_/pixma-faq.periastron.com/YOURHERE.jpg	(from https://web.archive.org/web/20080105035258/http://pixma-faq.periastron.com/1.html)
